ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS),Equiponderado (OOS)
1705507199999,2024-01-17 15:59,13904.05085402207526916188197,10168.35444272235798350025283,14243.38660843495066761755647,11645.89252478832068281441220
1705521599999,2024-01-17 19:59,13839.93854839903678155904905,10199.06771096614858685660081,14286.40852807894238191424202,11673.84379950750948680826336
1705535999999,2024-01-17 23:59,13829.69244494149436896786046,10238.55790834413340331361338,14341.72481955386595533857298,11710.28482558956738191169323
1705550399999,2024-01-18 03:59,13732.88710647889851173278799,10194.50571834826634792290386,14280.01827099965246549829106,11550.87586510545156255319826
1705564799999,2024-01-18 07:59,13755.84544503061841324524441,10271.88247456594579191480049,14388.40454112519518212728502,11641.37197935328169393154024
1705579199999,2024-01-18 11:59,13753.43623666407990506183849,10183.14621312031823355809498,14264.10632970987809859897142,11520.67464973370023621436568
1705593599999,2024-01-18 15:59,13715.45577535629636428814516,10201.03276654814298253580605,14289.16109946514228819834261,11489.60426122556157605534024
1705607999999,2024-01-18 19:59,13656.32883624952258372893492,9818.792356749720339455321916,13753.73399791078780151032187,10974.43022798051976095049954
1705622399999,2024-01-18 23:59,13656.32883624952258372893492,9891.836895423660616359080306,13856.05187070500063948618297,11150.73261695643143326629592
1705636799999,2024-01-19 03:59,13656.32883624952258372893492,9826.822516892949569057920690,13764.98232556084953790880847,11074.08175559712755282653123
1705651199999,2024-01-19 07:59,13656.32883624952258372893492,9881.485049635444098316982035,13744.14713767020799450352389,11180.24650222986649950526174
1705665599999,2024-01-19 11:59,13656.32883624952258372893492,9927.229437312760651570295829,13744.14713767020799450352389,11277.00233805714165429033893
1705679999999,2024-01-19 15:59,13656.32883624952258372893492,9788.249026321181382984751734,13744.14713767020799450352389,11034.26875326902972177226521
1705694399999,2024-01-19 19:59,13656.32883624952258372893492,10008.34482546597632704930402,13744.14713767020799450352389,11268.54807995318124783320191
1705708799999,2024-01-19 23:59,13656.32883624952258372893492,9971.188281184757084023747123,13744.14713767020799450352389,11337.22472118930387398542445
1705723199999,2024-01-20 03:59,13656.32883624952258372893492,9965.352951697665321945912306,13744.14713767020799450352389,11317.22324771571211879779859
